datasplit,comment,video_id,video_name,playlist_name,annotator_H1_general,annotator_H1_setup,annotator_H1_pedagogy,annotator_H1_confusion,annotator_H1_gratitude,annotator_H1_personal_experience,annotator_H1_clarification,annotator_H1_bookmark,annotator_H1_non_english,annotator_H1_na,annotator_H2_general,annotator_H2_setup,annotator_H2_pedagogy,annotator_H2_confusion,annotator_H2_gratitude,annotator_H2_personal_experience,annotator_H2_clarification,annotator_H2_bookmark,annotator_H2_non_english,annotator_H2_na,comment_id,annotator_openaichat_v1_gratitude,annotator_openaichat_v0_setup,annotator_openaichat_v8_confusion,annotator_openaichat_v47_pedagogy,annotator_openaichat_v0_non_english,annotator_openaichat_v8_bookmark,annotator_openaichat_v1_clarification,annotator_openaichat_v39_general,annotator_openaichat_v45_personal_experience,annotator_openaichat_v3_na,annotator_openaichat_v46_personal_experience,annotator_openaichat_v47_personal_experience,annotator_openaichat_v48_personal_experience,annotator_openaichat_v49_personal_experience,annotator_openaichat_v50_personal_experience,annotator_openaichat_v40_general,annotator_openaichat_v48_pedagogy,annotator_openaichat_v49_pedagogy,annotator_openaichat_v50_pedagogy,annotator_openaichat_v51_pedagogy,annotator_openaichat_v52_pedagogy,annotator_openaichat_v53_pedagogy,annotator_openaichat_v54_pedagogy,annotator_openaichat_v55_pedagogy,annotator_openaichat_v56_pedagogy,annotator_openaichat_v57_pedagogy,annotator_openaichat_v58_pedagogy,annotator_openaichat_v59_pedagogy,annotator_openaichat_v60_pedagogy,annotator_openaichat_v61_pedagogy,annotator_openaichat_v62_pedagogy,annotator_openaichat_v63_pedagogy,annotator_openaichat_v64_pedagogy,annotator_openaichat_v65_pedagogy,annotator_openaichat_v66_pedagogy,annotator_openaichat_v67_pedagogy,annotator_openaichat_v68_pedagogy,annotator_openaichat_v69_pedagogy,annotator_openaichat_v70_pedagogy,annotator_openaichat_v71_pedagogy,annotator_openaichat_v72_pedagogy,annotator_openaichat_v73_pedagogy,68,annotator_openaichat_v51_personal_experience,annotator_openaichat_v74_pedagogy,annotator_openaichat_v52_personal_experience,annotator_openaichat_v73b_pedagogy,annotator_openaichat_v73c_pedagogy,annotator_openaichat_v73d_pedagogy,annotator_openaichat_v74_na,annotator_openaichat_v74_clarification,annotator_openaichat_v74_non_english,annotator_openaichat_v74_gratitude,annotator_openaichat_v74_general,annotator_openaichat_v74_confusion,annotator_openaichat_v74_setup,annotator_openaichat_v75_pedagogy,annotator_openaichat_v75_clarification,annotator_openaichat_v75_personal_experience,annotator_openaichat_v75_confusion,annotator_openaichat_v75_non_english,annotator_openaichat_v75_na,annotator_openaichat_v75_setup,annotator_openaichat_v75_general,annotator_openaichat_v75_gratitude
validation,This class is essentially week one of a Machine Learning class XD,tBUHRpFZy0s,24. Classical Inference II,6.041 Probabilistic Systems Analysis and Applied Probability,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
validation,Why the hell does my video freezes when it reaches 00:27 secods it feels like my ethernet service provider is preventing me from lisnening to a great lec! anyways need some coffee...,7K1sB05pE0A,"Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,"the audio is so low even when i turn up all volume. prof needs to put his mike anywhere but his chest plz. specifically talking about parts around 33:18. mans whispering. and you can't even hear what the students are asking. but i guess since this is opencourseware, i can't complain much about free college lectures.",rLlZpnT02ZU,4. Parametric Inference (cont.) and Maximum Likelihood Estimation,"MIT 18.650 Statistics for Applications, Fall 2016",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
validation,"Around 34:00 : what about the case there AC - B^2 > 0 but A = 0? I take it that is also a case where we have a local max, since -B^2 is always negative; i'm just sorta surprised no-one noticed the omission?",3_goGnJm5sA,"Lec 10: Second derivative test; boundaries & infinity | MIT 18.02 Multivariable Calculus, Fall 2007","MIT 18.02 Multivariable Calculus, Fall 2007",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
validation,Thank you so much for putting analysis online!,LY7YmuDbuW0,"Lecture 1: Sets, Set Operations and Mathematical Induction","MIT 18.100A Real Analysis, Fall 2020",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
validation,is this course applicable for lab analysis of data using statistical methods ? im a physics student wondering if this is worth the time to learn,VPZD_aij8H0,1. Introduction to Statistics,"MIT 18.650 Statistics for Applications, Fall 2016",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,Awesome Teacher Gibert Strang,FX4C-JpTFgY,3. Multiplication and Inverse Matrices,"MIT 18.06 Linear Algebra, Spring 2005",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,Is a hyperbola in high dimensional spaces called a hyperhyperbola?,vF7eyJ2g3kU,27. Positive Definite Matrices and Minima,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
validation,"Professore: ""How many of you actually knew about vectors before that?""
Class: -______________- ... seriously?",PxCxlsl_YwY,"Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007","MIT 18.02 Multivariable Calculus, Fall 2007",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,This was great. I only need some Harvard friends I can impress.,P7a4bjE6Crk,12. Iterated Expectations,6.041 Probabilistic Systems Analysis and Applied Probability,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,41:21 it would help if it were in shot,NcPUI7aPFhA,Lecture 8: Norms of Vectors and Matrices,"MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
validation,"The only reason I can see that you'd be opposed to this is perhaps if you think that American workers and businesses cannot keep up? Or just threatened and xenophobic of non-Americans? Well, if rising standards serves as a motivation, then American businesses have to step up their games and become better. Which is better for you.

It's not all about direct national interest. And as an international student who is not going to MIT, I greatly appreciate this gesture (which doesn't cost them much).",Pd2xP5zDsRw,"Lec 20 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,"Thank you, professor Strang and all guys insist on this perfect linear algebra lecture.
I started this lecture on 23/12/2021 and completed it on 08/01/2022 in Hong Kong, just before my new semester. I will remember this 18.06 forever, and professor Strang will be the best linear algebra teacher in my heart!",RWvi4Vx4CDc,34. Final Course Review,"MIT 18.06 Linear Algebra, Spring 2005",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
validation,why do we need to make the eigen vector as small as possible ?,wrEcHhoJxjM,23. Accelerating Gradient Descent (Use Momentum),"MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
validation,Thanks for MIT OCW and Prof.Auroux.,24v9onS9Kcg,"Lec 35: Final review (cont.) | MIT 18.02 Multivariable Calculus, Fall 2007","MIT 18.02 Multivariable Calculus, Fall 2007",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
validation,With all my endurance I listen to this saga until this lecture just to understand  Linear Regression,Y_Ac6KiQ1t0,15. Projections onto Subspaces,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,i dont think this is what youtube was made for ._.,7K1sB05pE0A,"Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,"By the chain rule, (d/dx) f(g) when g is a function of x is g' * f '(g).
In this case, the ""g"" is (kx) so you can get the answer by using the chain rule.",9v25gg2qJYE,"Lec 6 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
validation,"I admire this person a lot, it shows his passion and dedication. At his advanced age, I hope I have the same love at work as he does.",7UJ4CFRGd-U,An Interview with Gilbert Strang on Teaching Linear Algebra,"MIT 18.06 Linear Algebra, Spring 2005",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,Engineering students must love this,BSAA0akmPEU,"Lec 9 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
validation,"This man just truly loves linear algebra, and it's fantastic.",or6C4yBk_SY,Lecture 2: Multiplying and Factoring Matrices,"MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,He's such a great instructor,QVKj3LADCnA,2. Elimination with Matrices.,"MIT 18.06 Linear Algebra, Spring 2005",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,Thank you so much!!,RWvi4Vx4CDc,34. Final Course Review,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
validation,Why not Leipzig continuous and just bounded?,78vN4sO7FVU,Lecture 2: Bounded Linear Operators,"MIT 18.102 Introduction to Functional Analysis, Spring 2021",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
validation,Thanks Professor Gilbert Strang,7UJ4CFRGd-U,An Interview with Gilbert Strang on Teaching Linear Algebra,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
validation,"He's just showing applications of linear algebra, not teaching them. That's why it seems ""sloppy"". You just can't teach Fourier Transform in 30 mins.",M0Sa8fLOajA,26. Complex Matrices; Fast Fourier Transform,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,"Wtf, i learnt this when I was 15. How is MIT one of the best uni in the world??",7K1sB05pE0A,"Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007","MIT 18.01 Single Variable Calculus, Fall 2006",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
validation,"Question: the x-particular needs to have 0 corresponding to the free variables in A, and in order to find the free variables in A you need to row reduce it, but after you have done this, why can't you just arbitrarily select numbers for the pivot variables in x-particular? Why solve for them by setting some ""b"" when the vector is going to give some valid ""b"" anyways?",9Q1q7s1jTzU,8. Solving Ax = b: Row Reduced Form R,"MIT 18.06 Linear Algebra, Spring 2005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
