comment video_id video_name playlist_name comment_id annotator_openaichat_v0_setup annotator_openaichat_v8_confusion annotator_openaichat_v74_pedagogy
"Best linear algebra course ever! Best wishes for Prof. Strang's health during this horrible pandemic" NcPUI7aPFhA "Lecture 8: Norms of Vectors and Matrices" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 2865.0 0.0 0.0 0.0
"the idiot who filmed this particular video just focused on the professor - so when he walked away and was looking at the board, this person would focus the camera on the person - not the equation he was talking about.. not too bad, but the others were done much better.  - if you aren't quick writing things down, you have to pause often." 4Q37iOyBq44 "Lec 14 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 14700.0 1.0 0.0 0.0
"If P(AUB) = P(A)+P(B) for independent events then why is the following solution wrong? Roll 4 4 sided dice. What are chances of getting at least on 4? P(AUBUCUD) = P(A)+P(B)+P(C)+P(D) = 1/4+1/4+1/4+1/4. I know this is wrong so save your breath in posting the correct solution which is 1-(3/4)^4. Why is the solution wrong? It's a good question and will raise an important point." j9WZyLZCBzs "1. Probability Models and Axioms" "6.041 Probabilistic Systems Analysis and Applied Probability" 6481.0 0.0 1.0 0.0
"30:15.....  I thought the answer would be 1/3 however you wrote down 2/3. I don't understand that?" VPZD_aij8H0 "1. Introduction to Statistics" "MIT 18.650 Statistics for Applications, Fall 2016" 885.0 0.0 1.0 0.0
"It's so irritating that the subtitles are not synced with the audio :/" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 7070.0 0.0 0.0 0.0
Quarentena 1RLctDS2hUQ "Lec 19 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8472.0 0.0 0.0 0.0
"I pity about the 19 freaks who disliked this video lmao. these are the actual dumbos." YP_B0AapU0c "Lec 16: Double integrals | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 5899.0 0.0 0.0 0.0
"Measure the curve mabey itself ..it's inner area. Same eggs" hjZhPczMkL4 "Lec 18 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7652.0 0.0 0.0 0.0
"""Take a breath. Okay the tape won't but the lecturer will "" Hilarious :D" JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 114.0 0.0 0.0 0.0
"He should learn how to teach from Gibert Strang" WW3ZJHPwvyg "19. Principal Component Analysis" "MIT 18.650 Statistics for Applications, Fall 2016" 4606.0 0.0 0.0 0.0
"He makes everything look so clear." nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 4583.0 0.0 0.0 0.0
"I never learned LA in my undergraduate because I was scared of performing poorly. However, I need to know this stuff for a Neural Network class I am taking in my masters. I am so thankful that courses like these are open to public viewing, as I was able to complete the course lectures, learning this invaluable math. Now I feel more prepared and ready to tackle this next course." RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 5881.0 0.0 0.0 0.0
"i had this done in high school" kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 13387.0 0.0 0.0 0.0
"This is a fine lecture on elimination of matrices that I am finally learning for the the first time. DR. Strang, I love the way that you  explain matrix multiplication." QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 10588.0 0.0 0.0 0.0
"u forgot to multiplay c and d with 5 in 21:10" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 14971.0 0.0 1.0 0.0
"my goodness... he's such a badass lol" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 13983.0 0.0 0.0 0.0
"It's a Spanish thing, the 'j' makes a sound like the 'h' in English. Like Jalapeño. Looks like he's from Mexico." U1EcnfTKXJ0 "Lec 7: Review | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 7015.0 0.0 0.0 0.0
"MIT students...they even dont know determinant..wtf..
" 9FLItlbBUPY "Lec 2: Determinants; cross product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 7547.0 0.0 0.0 0.0
"what is the mean ""sines of the eigenvalues""？ Thanks," UCc9q_cAhho "25. Symmetric Matrices and Positive Definiteness" "MIT 18.06 Linear Algebra, Spring 2005" 15166.0 0.0 1.0 0.0
"I am an engineering student at a two-year college that shall go unnamed. I can follow this man's MIT lecture far better than any other math professor I've had at junior college....Go figure." 2XraaWefBd8 "Lec 12: Gradient; directional derivative; tangent plane | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 5066.0 0.0 0.0 0.0
https://youtu.be/C0qrjkfg5wA J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 13289.0 0.0 0.0 0.0
"really a fantastic professor, explain all this idea so clearly and naturally. I was confused about fourier series before, now I am pretty clear!" M0Sa8fLOajA "26. Complex Matrices; Fast Fourier Transform" "MIT 18.06 Linear Algebra, Spring 2005" 14247.0 0.0 0.0 0.0
"Just love the way he teaches ! Thank you " QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 7187.0 0.0 0.0 0.0
"anyone know if this course is for engineers only?" 3_goGnJm5sA "Lec 10: Second derivative test; boundaries & infinity | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 12385.0 0.0 0.0 0.0
"9 vectors in 9  combination may fill up the information a sort of plane Rishy's apply for genetic control of humanbeings." J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 1429.0 0.0 0.0 0.0
"I am so addicted to these lectures.. 
Thanks MIT and Prof Gilbert Strang. 
" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 5138.0 0.0 0.0 0.0
"@lubanks Gradients per second is not a real unit or measure." BChhAS1sFvA "Lec 33: Topological considerations; Maxwell's equations | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 1933.0 0.0 1.0 0.0
"I can assure that, he has that frenchy accent specially when saying zero" tzoYhe3H5dM "Lec 31: Stokes' theorem | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 5185.0 0.0 0.0 0.0
"Yes, we are all MITer." 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 12152.0 0.0 0.0 0.0
"the last part about the least squares interpretation gave me a sense of power" UYe98CcxPbs "Lec 9: Max-min problems; least squares | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 14705.0 0.0 0.0 0.0
"Prof. Strang. Please dont wink at me. I'm too shy. : P

Kidding! I've grown used to it from your linear algebra series 😅

Thanks for your work and all the enthusiasm." Cx5Z-OslNWE "Course Introduction of 18.065 by Professor Strang" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 8314.0 0.0 0.0 0.0
"@MrHinderance Math is the universal language!!! :D" 9v25gg2qJYE "Lec 6 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1684.0 0.0 0.0 0.0
"personal notes :
when assigning probabilities to various parts of the sample space, we do not assign them to individual parts fo the sample space, rather to subsets of the sample space." j9WZyLZCBzs "1. Probability Models and Axioms" "6.041 Probabilistic Systems Analysis and Applied Probability" 14182.0 0.0 0.0 0.0
"Thank you prof. Strang for your work. Your original linear algebra book has a special place in my heart. I'm sure this course will be amazing too." Cx5Z-OslNWE "Course Introduction of 18.065 by Professor Strang" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 9303.0 0.0 0.0 0.0
"@michalchik yes but because you differenciate that and G(a) is always a constant then its derivative is G'(x)" Pd2xP5zDsRw "Lec 20 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1950.0 0.0 1.0 0.0
"taylor series are awesome everyone flipped shit HAHAHA!! Stupid MIT kid" 57jzPlxf4fk "Lec 5: Parametric equations for lines and curves | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 14439.0 0.0 0.0 0.0
"Lôpital lu!!!!!!" 3_goGnJm5sA "Lec 10: Second derivative test; boundaries & infinity | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 7492.0 0.0 0.0 0.0
merde. YP_B0AapU0c "Lec 16: Double integrals | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 13939.0 0.0 0.0 0.0
"this lecture NEVER GETS OLD." 9Q1q7s1jTzU "8. Solving Ax = b: Row Reduced Form R" "MIT 18.06 Linear Algebra, Spring 2005" 14890.0 0.0 0.0 0.0
"24:44 thanks to prof. strang that he didn't get away by just taking an easy example and explained other cases where it didn't work.
.
.
.
32:20 the way professor strang visualise the 9 dimensions is so impressive" J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 755.0 0.0 0.0 1.0
"19:20
Front row be like" twzGBqPeW0M "Lec 11 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 559.0 1.0 0.0 0.0
"Tumhara thik nhi h lecture 👍" J7DzL2_Na80 "1. The Geometry of Linear Equations" "MIT 18.06 Linear Algebra, Spring 2005" 11102.0 0.0 0.0 0.0
"Strang is very knowledgeable and a pleasure to listen to. I really got something out of his class (es)." HgC1l_6ySkc "32. Quiz 3 Review" "MIT 18.06 Linear Algebra, Spring 2005" 8911.0 0.0 0.0 0.0
"The material is easy, but It became so tedious and was not explained in any creative ways, voting it down." HgEqXhsIq_g "Lec 29 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 10181.0 0.0 0.0 0.0
"How do we get A2 from A1 ??" d32WV1rKoVk "12. Computing Eigenvalues and Singular Values" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 4852.0 0.0 1.0 0.0
"at 07:28, you might want to make clear that w denotes one component involved involved in the second derivative. Then we care about its sign. " 3_goGnJm5sA "Lec 10: Second derivative test; boundaries & infinity | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 12409.0 0.0 1.0 0.0
"The final formula on the right side should be plus instead of minus." XhSk_Lw2X_U "14. Low Rank Changes in A and Its Inverse" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 10104.0 0.0 1.0 0.0
"donation? MIT has money to blow. " 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 12771.0 0.0 0.0 0.0
"Think he has enough chalkboards lol" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 10447.0 1.0 0.0 0.0
"9:45 - Strang: ""Columns of C are combinations of columns of A"", how? - Is it not the combination of columns of B?" FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 1446.0 0.0 1.0 0.0
"huge respect, such a good lecture" JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 13314.0 0.0 0.0 0.0
"25:12 awesome camera work" wOHrNt9ScYs "Lec 38 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 771.0 1.0 0.0 0.0
"Lecture itself is fine but you need to hire an actual human to operate the camera.  I assume you're using an owl or something similar and it is nauseating to have the camera swing around every second.  The lecturer doesn't need to be at the center. The notes on the board should be, and the camera should be kept steady on them.  A human student even if new woth a camera would know this and I highly encourage you to use one in the future." LY7YmuDbuW0 "Lecture 1: Sets, Set Operations and Mathematical Induction" "MIT 18.100A Real Analysis, Fall 2020" 7293.0 1.0 0.0 0.0
"So does this mean that all (symmetric) rank k changes to a (symmetric) matrix form a partial order?" z3SmljnD_nQ "15. Matrices A(t) Depending on t, Derivative = dA/dt" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 8750.0 0.0 1.0 0.0
"Totally nailed it 🔥🔥🔥" 7K1sB05pE0A "Lec 1 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 11076.0 0.0 0.0 0.0
"Excellent class and excellent lecturer, i think that the guys didnt see the basis of linear algebra thats the reason that prof Auroux gave them an introduction of analitic geometry and elemental algebra, there are assignments that in Mexico are elemental at Facultad de Ingenieria UNAM: algebra(real numbers,  complex numbers, polynomials, ecuation systems and matrices), analytic geometry (polar curves, curves at space, vectorial algebra, surfaces), linear algebra (vectorial spaces, transformations, change of bases, function dependence; linear combinarions and theorems) obviously differential and integral calculus and finally in elemental maths vectorial calculus(multivariable calculus) that is linked to this, but prof Auroux resumed the basis in 2 hours thats awesome" 9FLItlbBUPY "Lec 2: Determinants; cross product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 3637.0 0.0 0.0 0.0
"I thought the most important part of Applied math was problem solving and the most important part of pure math(creating new math) was proofs." eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6098.0 0.0 0.0 0.0
"the fact that zero vector can be a subspace - what significance does this have in real-world problem solving ?" JibVXBElKL0 "5. Transposes, Permutations, Spaces R^n" "MIT 18.06 Linear Algebra, Spring 2005" 14689.0 0.0 0.0 0.0
"anyone knows where I can find this practice exam they're solving?" U1EcnfTKXJ0 "Lec 7: Review | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 12387.0 0.0 1.0 0.0
"33:40 Correction: Eigenvalue matrix be multiplied to S from the right. That has been made in the book. Probably, it slipped off Prof. Strang in the flow." 13r9QY6cmjc "22. Diagonalization and Powers of A" "MIT 18.06 Linear Algebra, Spring 2005" 966.0 0.0 1.0 0.0
"thank you!" cdZnhQjJu4I "21. Eigenvalues and Eigenvectors" "MIT 18.06 Linear Algebra, Spring 2005" 14528.0 0.0 0.0 0.0
"35:00 matrix norm" NcPUI7aPFhA "Lecture 8: Norms of Vectors and Matrices" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 995.0 0.0 1.0 0.0
"That one moment at 25:15 where he turns around and gives some unfortunate student  a genuinely chilling professorial stern look......priceless." eHJuAByQf5A "Lec 7: Exam 1 review | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 9909.0 0.0 0.0 0.0
"How come, my professors at Uni told me that sin(30º) was acceptable, but the professor here says that it must be radians, otherwise it would be wrong?" kCPVBl953eY "Lec 3 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 4826.0 0.0 1.0 0.0
"4:20 If A is singular then $\lambda=0$ is an eigenvalue
15:00 An nxn matrix will have n eigenvalues and the tr(A) will be the sum of the eigenvalues
19:30 “A repeated lambda is the source of all trouble in 18.06”
25:00 Shows the polynomial contains the trace and the determinant, in the 2x2 case.
37:15  Example: Rotate vector by 90 degrees
38:47 The determinant is the product of the eigenvalues.
44:20 If we stick to symmetric matrices, or close to symmetric, then the eigenvalues will stay real.
46:50 With a triangular matrix, we can read the eigenvalues off of the diagonal" cdZnhQjJu4I "21. Eigenvalues and Eigenvectors" "MIT 18.06 Linear Algebra, Spring 2005" 1317.0 0.0 0.0 0.0
"The solution for x involving w and z should be w+(v^T w)z/(1-v^T z). Strang has (vw^T)z in the numerator." XhSk_Lw2X_U "14. Low Rank Changes in A and Its Inverse" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 10282.0 0.0 1.0 0.0
"Mathematically speaking, it does not tell you about distribution of Sn. Wow!! Thank you so much. Have done many revisions of this series." 3eiio3Tw7UQ "19. Weak Law of Large Numbers" "6.041 Probabilistic Systems Analysis and Applied Probability" 7613.0 0.0 1.0 0.0
"Thanks a lot to the person incharge of the camera..." 2XraaWefBd8 "Lec 12: Gradient; directional derivative; tangent plane | MIT 18.02 Multivariable Calculus, Fall 07" "MIT 18.02 Multivariable Calculus, Fall 2007" 9666.0 1.0 0.0 0.0
"The key ideas all in one lecture! Bravo Dr. Gilbert Strang! Love your presentation!" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 10148.0 0.0 0.0 0.0
"Hello every MITers" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 4657.0 0.0 0.0 0.0
"@goodman325 i totaly agree this is insane! My mathematics degree is much much more difficult than this!!!" ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 1854.0 0.0 0.0 0.0
Thanks　you! Cx5Z-OslNWE "Course Introduction of 18.065 by Professor Strang" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 9859.0 0.0 0.0 0.0
"this is a bazillion times more straightforward and clear than the lectures i pay for at my university. :( I appreciate this being online" 13r9QY6cmjc "22. Diagonalization and Powers of A" "MIT 18.06 Linear Algebra, Spring 2005" 14849.0 0.0 0.0 0.0
"11:20 the matrix is not a rotation of any angle, it is actually a reflection.
(You can see that from the fact that det(Q)=-1)" 0MtwqhIwdrI "17. Orthogonal Matrices and Gram-Schmidt" "MIT 18.06 Linear Algebra, Spring 2005" 371.0 0.0 1.0 0.0
"I was 9 years old when this video was recorded. lol" srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 6147.0 0.0 0.0 0.0
"x and y axius = -391 degrees CELCIUS." ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 15452.0 0.0 0.0 0.0
GOAT yjBerM5jWsc "9. Independence, Basis, and Dimension" "MIT 18.06 Linear Algebra, Spring 2005" 3970.0 0.0 0.0 0.0
"It would be easier if 5 penguins are used as a ""weak sample"" to work through the markov theory" 3eiio3Tw7UQ "19. Weak Law of Large Numbers" "6.041 Probabilistic Systems Analysis and Applied Probability" 7005.0 0.0 0.0 0.0
"this is fucking dope" PxCxlsl_YwY "Lec 1: Dot product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 14860.0 0.0 0.0 0.0
"if they have the same the subspace they exist in the same dimension? is that it" l88D4r74gtM "13. Quiz 1 Review" "MIT 18.06 Linear Algebra, Spring 2005" 13542.0 0.0 1.0 0.0
"49 min in and still hoping he'll get to PCA soon hahaha... great lecture though" WW3ZJHPwvyg "19. Principal Component Analysis" "MIT 18.650 Statistics for Applications, Fall 2016" 1303.0 0.0 0.0 0.0
"Absolutely amazing!" 0D4BbCa4gHo "Lec 6: Velocity, acceleration; Kepler's second law | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 2200.0 0.0 0.0 0.0
"The prof did not have enough sleep the night before." HgEqXhsIq_g "Lec 29 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 10240.0 0.0 0.0 0.0
"Thanks Sir. You are very handsom" UZb9hZIAvL4 "Lec 18: Change of variables | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 9647.0 0.0 0.0 0.0
"Those blackboard dusters seriously need to be banged outside!!!" hDwkKrWqdZE "3. Forbidding a subgraph II: complete bipartite subgraph" "MIT 18.217 Graph Theory and Additive Combinatorics, Fall 2019" 10990.0 1.0 0.0 0.0
"""20:28 Cannot integrate $\sqrt{2-2\cos t}$ ???? ""  isn't that already in the text he is using ? I am sure every single textbook contains that   .... I assuming that nobody at MIT is actually watching this." 0D4BbCa4gHo "Lec 6: Velocity, acceleration; Kepler's second law | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 21.0 0.0 1.0 0.0
"Man he's so swift with that chalk lol" Bv9kVDcj7yo "Lec 27 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7573.0 1.0 0.0 0.0
"DR. Strang ,thank you for another classic lecture on orthogonal vectors and subspaces. Professor Strang, you are the grand POOBAH of linear algebra." YzZUIYRCE38 "14. Orthogonal Vectors and Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 3276.0 0.0 0.0 0.0
"Everything goes over the head... Bad Professor... Cant even explain what is the rotation of a vector got to do with a matrix. He asks us to memorize the matrix !!!!!!! 
I am watching the course for a refresher. The lecture is missing some big chunks of information !!! 
For ex: Professor introduces Matrices with the help of a product of the matrices - Which according to me is like explaining velocity to define distance between two points !!!!
I would have explained it better given the same time !!!! 
Pray he does not do the same with tougher topics that are yet to come !!!!!" bHdzkFrgRcA "Lec 3: Matrices; inverse matrices | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 3613.0 0.0 0.0 0.0
"""instantaneous rate of change"" newton is rolling in his grave lmao" ryLdyDrBfvI "Lec 2 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 160.0 0.0 0.0 0.0
"Right, this is starting to get hard now; first lecture that I've struggled with in this course.
I still think he is basically a good teacher, but he was just going a bit too fast; need to go back over this with a book." Pd2xP5zDsRw "Lec 20 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 8573.0 0.0 0.0 0.0
"My favorite example of two bases for the same space: in the old days your showers had two knobs that let you adjust cold and warm water (per time). Modern showers let you adjust volume per time (~= warm + cold) and temperature (~= warm - cold). For every configuration of temperature and volume per time, there is some setting of cold and warm that achieves that configuration, but it might be tricky to find.

[Probably in practice this system is not linear. But it feels about right.]" yjBerM5jWsc "9. Independence, Basis, and Dimension" "MIT 18.06 Linear Algebra, Spring 2005" 7748.0 0.0 0.0 0.0
"W. Gilbert Strang, you are a gem of a teacher!  Thank you so very much!!" VqP2tREMvt0 "7. Solving Ax = 0: Pivot Variables, Special Solutions" "MIT 18.06 Linear Algebra, Spring 2005" 11238.0 0.0 0.0 0.0
"Is there a way for us to check the notes he is referring at 51:05 ?


Here is what i understood from this lecture:


1.We want to take a sample of a matrix multiplication. Recalling that a matrix multiplication is a sum of columns by rows, we choose the index randomly and get the corresponding rank 1 matrix.


2. We also want that this method converges to AB if we take the mean of different samples, which means that the expected value of this rank 1 sampling is AB. This will force us to rescale the sample by 1/pj.


3.Knowing this, we conclude that taking the rank1 sample of a matrix means taking (1/pj)*(aj*bj). Sampling isnt just about choosing a random index j, but rescaling the rank 1 matrix aj*bj.


4. We dont want pj to be arbitrary, we want it to be optimum in some way, the criteria he used was to choose the pj that minimizes the variance of the norm of the rank 1 sample. This variance is a number and not a matrix since its the variance of a norm.


5. Here comes the procedure he showed which is finding the formula of that variance and then apply langrange multiplier method.


However, i cant explain the presence of the ""s"" variable and the magical appereance of the Frobenius norm at 35:01


Although i can´t explain them, they should be there because otherwise, with that specific optimum pj, variance of norm turns to be zero, and i have the feeling that a zero variance is not a good conclusion. 


If someone has a good answer for this please let me know." z0ykhV15wLw "Lecture 13: Randomized Matrix Multiplication" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 6828.0 0.0 0.0 0.0
"The twist at the end was better than that of GOT's." nHlE7EgJFds "10. The Four Fundamental Subspaces" "MIT 18.06 Linear Algebra, Spring 2005" 10306.0 0.0 0.0 0.0
"The quality of these are so high I forget they are in 480p" 57jzPlxf4fk "Lec 5: Parametric equations for lines and curves | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 10262.0 0.0 0.0 0.0
"This is a masterpiece by DR. Gilbert Strang of MIT. In control engineering, which is part of electrical engineering  linear algebra is a must. All students in this field of study, graduate and undergraduate must know linear algebra." 2IdtqGM6KWU "11. Matrix Spaces; Rank 1; Small World Graphs" "MIT 18.06 Linear Algebra, Spring 2005" 10599.0 0.0 0.0 0.0
Thanks！ RWvi4Vx4CDc "34. Final Course Review" "MIT 18.06 Linear Algebra, Spring 2005" 9860.0 0.0 0.0 0.0
"16:40 you can also use the special integration formula
1/a * arctan(u/a) at that point" aeXp1zC6Hls "Lec 30 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 486.0 0.0 0.0 0.0
"Thank you for sharing us human these invaluable contents." QuZL5IKpO_U "24b. Quiz 2 Review" "MIT 18.06 Linear Algebra, Spring 2005" 9261.0 0.0 0.0 0.0
"This lecture becomes so laborious by giving abstract theory first instead of examples." FX4C-JpTFgY "3. Multiplication and Inverse Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 10785.0 0.0 0.0 1.0
"How is this an intro?" C_W1adH-NVE "2. Introduction to Statistics (cont.)" "MIT 18.650 Statistics for Applications, Fall 2016" 4875.0 0.0 0.0 0.0
"I Really Like The Video Determinants; cross product From Your" 9FLItlbBUPY "Lec 2: Determinants; cross product | MIT 18.02 Multivariable Calculus, Fall 2007" "MIT 18.02 Multivariable Calculus, Fall 2007" 4940.0 0.0 0.0 0.0
"I think the teacher should finish an idea first and then move on with the assumptions ... otherwise he just confuses" QVKj3LADCnA "2. Elimination with Matrices." "MIT 18.06 Linear Algebra, Spring 2005" 6066.0 0.0 0.0 0.0
"35:00 why does it kill the basevector v2?  is it because it transforms it?" Ts3o2I8_Mxc "30. Linear Transformations and Their Matrices" "MIT 18.06 Linear Algebra, Spring 2005" 996.0 0.0 1.0 0.0
"MIT is for real. Not just for birds." twzGBqPeW0M "Lec 11 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 7527.0 0.0 0.0 0.0
Best srxexLishgY "18. Properties of Determinants" "MIT 18.06 Linear Algebra, Spring 2005" 2848.0 0.0 0.0 0.0
"It is a good idea to outline the contents of each tape in writing. The title, the chapter and the section that each tape contains. Like indexing each tape or giving an overall index for all of the tapes in a particular subject, say calculus. Thank you" --lPz7VFnKI "Lec 39 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 6924.0 0.0 0.0 0.0
"I'd watch these lectures for the fun of it. His Linear algebra lectures were amazing." Cx5Z-OslNWE "Course Introduction of 18.065 by Professor Strang" "MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018" 6284.0 0.0 0.0 0.0
"heh off to uni soon and good to brush up on A-level stuff =)" CXKoCMVqM9s "Lec 28 | MIT 18.01 Single Variable Calculus, Fall 2007" "MIT 18.01 Single Variable Calculus, Fall 2006" 13128.0 0.0 0.0 0.0
